Algorithm,Function,Run,Best_Fitness
Base-POA,CEC2017_F12,0,51784.23058211583
Base-POA,CEC2017_F12,1,7934.350632985466
Base-POA,CEC2017_F12,2,4618.742299239548
Base-POA,CEC2017_F12,3,12175.07882385418
Base-POA,CEC2017_F12,4,13329.046927759427
Base-POA,CEC2017_F12,5,203862.56369888192
Base-POA,CEC2017_F12,6,10504.984635168836
Base-POA,CEC2017_F12,7,9600.103980923825
Base-POA,CEC2017_F12,8,3498.763535790812
Base-POA,CEC2017_F12,9,14869.54053813076
Base-POA,CEC2017_F12,10,8986.131297487602
Base-POA,CEC2017_F12,11,188068.62344680337
Base-POA,CEC2017_F12,12,12470.460948124342
Base-POA,CEC2017_F12,13,7899.402817855302
Base-POA,CEC2017_F12,14,34392.04352385769
Base-POA,CEC2017_F12,15,6892.462079115595
Base-POA,CEC2017_F12,16,15932.177972936946
Base-POA,CEC2017_F12,17,10755.862098678552
Base-POA,CEC2017_F12,18,10367.265296181018
Base-POA,CEC2017_F12,19,7086.458639825154
Base-POA,CEC2017_F12,20,7439.460274366895
Base-POA,CEC2017_F12,21,15124.416086288464
Base-POA,CEC2017_F12,22,11084.218599421589
Base-POA,CEC2017_F12,23,21749.444374681923
Base-POA,CEC2017_F12,24,12931.766290774727
Base-POA,CEC2017_F12,25,10333.919204239442
Base-POA,CEC2017_F12,26,4644.268807200939
Base-POA,CEC2017_F12,27,14167.7855761196
Base-POA,CEC2017_F12,28,5624.029428161144
Base-POA,CEC2017_F12,29,7485.874016456045
Base-POA,CEC2017_F12,30,122773.7998771346
Base-POA,CEC2017_F12,31,16380.800436783706
Base-POA,CEC2017_F12,32,8099.0672326716995
Base-POA,CEC2017_F12,33,6217.583317537253
Base-POA,CEC2017_F12,34,6089.930050601201
Base-POA,CEC2017_F12,35,10974.45331398832
Base-POA,CEC2017_F12,36,9584.046063035888
Base-POA,CEC2017_F12,37,60356.44597473121
Base-POA,CEC2017_F12,38,8841.07744941777
Base-POA,CEC2017_F12,39,11955.985193455235
Base-POA,CEC2017_F12,40,8280.60551946084
Base-POA,CEC2017_F12,41,5340.589220572868
Base-POA,CEC2017_F12,42,151773.5914378404
Base-POA,CEC2017_F12,43,6565.497699723865
Base-POA,CEC2017_F12,44,14137.397041736873
Base-POA,CEC2017_F12,45,9251.301858741585
Base-POA,CEC2017_F12,46,8093.532905463071
Base-POA,CEC2017_F12,47,8899.331566925128
Base-POA,CEC2017_F12,48,10902.95883104162
Base-POA,CEC2017_F12,49,213946.2453775927
Base-POA,CEC2017_F13,0,5533.859401762188
Base-POA,CEC2017_F13,1,7875.706848694354
Base-POA,CEC2017_F13,2,7433.326757619285
Base-POA,CEC2017_F13,3,7782.070017222034
Base-POA,CEC2017_F13,4,4246.302840589653
Base-POA,CEC2017_F13,5,10068.595937026605
Base-POA,CEC2017_F13,6,7862.661031597182
Base-POA,CEC2017_F13,7,6877.623439524562
Base-POA,CEC2017_F13,8,7182.433644863383
Base-POA,CEC2017_F13,9,3669.3651982806623
Base-POA,CEC2017_F13,10,5201.093891263752
Base-POA,CEC2017_F13,11,10393.353151356623
Base-POA,CEC2017_F13,12,4599.067504907672
Base-POA,CEC2017_F13,13,3744.5339121799857
Base-POA,CEC2017_F13,14,7105.323653675472
Base-POA,CEC2017_F13,15,9893.427361413736
Base-POA,CEC2017_F13,16,2751.588611164094
Base-POA,CEC2017_F13,17,5065.319799712566
Base-POA,CEC2017_F13,18,5493.041866419235
Base-POA,CEC2017_F13,19,4541.907257026948
Base-POA,CEC2017_F13,20,2852.8779349514703
Base-POA,CEC2017_F13,21,4070.820690614255
Base-POA,CEC2017_F13,22,3371.0823889270773
Base-POA,CEC2017_F13,23,4125.558011600884
Base-POA,CEC2017_F13,24,3732.2455945090783
Base-POA,CEC2017_F13,25,5920.876627031391
Base-POA,CEC2017_F13,26,3315.589471577776
Base-POA,CEC2017_F13,27,6729.837877200625
Base-POA,CEC2017_F13,28,2134.098732539809
Base-POA,CEC2017_F13,29,5441.400934918822
Base-POA,CEC2017_F13,30,3873.8419637975376
Base-POA,CEC2017_F13,31,7038.4496289959825
Base-POA,CEC2017_F13,32,6659.1511164111425
Base-POA,CEC2017_F13,33,4875.5752578270885
Base-POA,CEC2017_F13,34,4675.703391194914
Base-POA,CEC2017_F13,35,4486.9226438689775
Base-POA,CEC2017_F13,36,6267.030355490058
Base-POA,CEC2017_F13,37,5474.163100291784
Base-POA,CEC2017_F13,38,11584.806521052224
Base-POA,CEC2017_F13,39,6607.632045939761
Base-POA,CEC2017_F13,40,9227.715377721304
Base-POA,CEC2017_F13,41,6276.876863591728
Base-POA,CEC2017_F13,42,6083.336165227369
Base-POA,CEC2017_F13,43,4687.002714221775
Base-POA,CEC2017_F13,44,4851.590509212834
Base-POA,CEC2017_F13,45,5647.51840378127
Base-POA,CEC2017_F13,46,6582.367026430003
Base-POA,CEC2017_F13,47,5688.305656243087
Base-POA,CEC2017_F13,48,2634.1569095636196
Base-POA,CEC2017_F13,49,5965.334845422532
Base-POA,CEC2017_F14,0,27551.40350927123
Base-POA,CEC2017_F14,1,13411.322217812887
Base-POA,CEC2017_F14,2,32295.333357204807
Base-POA,CEC2017_F14,3,28929.84371710566
Base-POA,CEC2017_F14,4,32000.417152602527
Base-POA,CEC2017_F14,5,5444.30261708337
Base-POA,CEC2017_F14,6,26235.18325940396
Base-POA,CEC2017_F14,7,16862.182867937212
Base-POA,CEC2017_F14,8,19542.886430795697
Base-POA,CEC2017_F14,9,9815.566970847758
Base-POA,CEC2017_F14,10,25461.106608957703
Base-POA,CEC2017_F14,11,19412.01631697855
Base-POA,CEC2017_F14,12,21764.55009170868
Base-POA,CEC2017_F14,13,28315.207439534268
Base-POA,CEC2017_F14,14,26493.228248083546
Base-POA,CEC2017_F14,15,15125.475404247714
Base-POA,CEC2017_F14,16,8156.182632839033
Base-POA,CEC2017_F14,17,12874.464586904967
Base-POA,CEC2017_F14,18,27314.075321981072
Base-POA,CEC2017_F14,19,13305.054747763808
Base-POA,CEC2017_F14,20,24586.1949979388
Base-POA,CEC2017_F14,21,15986.443597193149
Base-POA,CEC2017_F14,22,20894.887073698883
Base-POA,CEC2017_F14,23,13546.925641528083
Base-POA,CEC2017_F14,24,14124.445864761998
Base-POA,CEC2017_F14,25,20317.8549949802
Base-POA,CEC2017_F14,26,16655.441408795203
Base-POA,CEC2017_F14,27,11985.1704006142
Base-POA,CEC2017_F14,28,12317.47128731259
Base-POA,CEC2017_F14,29,17258.35399897691
Base-POA,CEC2017_F14,30,8712.213748285409
Base-POA,CEC2017_F14,31,14427.332530640826
Base-POA,CEC2017_F14,32,19778.69782908927
Base-POA,CEC2017_F14,33,26656.462796449112
Base-POA,CEC2017_F14,34,41679.63134811295
Base-POA,CEC2017_F14,35,42015.7092405094
Base-POA,CEC2017_F14,36,27163.594106138848
Base-POA,CEC2017_F14,37,7520.417616457117
Base-POA,CEC2017_F14,38,19167.448388394332
Base-POA,CEC2017_F14,39,19112.792942403088
Base-POA,CEC2017_F14,40,16135.919572472738
Base-POA,CEC2017_F14,41,10767.049375730585
Base-POA,CEC2017_F14,42,24380.048945201142
Base-POA,CEC2017_F14,43,6418.983020069969
Base-POA,CEC2017_F14,44,11817.289740073486
Base-POA,CEC2017_F14,45,29519.21997330767
Base-POA,CEC2017_F14,46,10131.557266739545
Base-POA,CEC2017_F14,47,17123.011632762
Base-POA,CEC2017_F14,48,11015.822947236593
Base-POA,CEC2017_F14,49,15154.528725993723
Base-POA,CEC2017_F15,0,3113.4596900185825
Base-POA,CEC2017_F15,1,2407.585038866965
Base-POA,CEC2017_F15,2,2640.299176984507
Base-POA,CEC2017_F15,3,2548.1523978322984
Base-POA,CEC2017_F15,4,4666.015085278603
Base-POA,CEC2017_F15,5,2075.601480608604
Base-POA,CEC2017_F15,6,2590.0749267661095
Base-POA,CEC2017_F15,7,2220.48310407334
Base-POA,CEC2017_F15,8,2234.198913156803
Base-POA,CEC2017_F15,9,3163.320218418384
Base-POA,CEC2017_F15,10,2826.5750619192386
Base-POA,CEC2017_F15,11,2951.8781539668125
Base-POA,CEC2017_F15,12,3029.6858794683835
Base-POA,CEC2017_F15,13,2556.186504033699
Base-POA,CEC2017_F15,14,2991.737424673094
Base-POA,CEC2017_F15,15,2446.4072735347445
Base-POA,CEC2017_F15,16,2250.6804973982353
Base-POA,CEC2017_F15,17,2308.234987525629
Base-POA,CEC2017_F15,18,2829.856959371018
Base-POA,CEC2017_F15,19,1735.1692361780306
Base-POA,CEC2017_F15,20,2341.9589878002325
Base-POA,CEC2017_F15,21,2082.5157091455767
Base-POA,CEC2017_F15,22,2751.5046006476578
Base-POA,CEC2017_F15,23,2648.316262326132
Base-POA,CEC2017_F15,24,2469.2683923284294
Base-POA,CEC2017_F15,25,2827.545279688538
Base-POA,CEC2017_F15,26,3090.546489561546
Base-POA,CEC2017_F15,27,2223.3468421635703
Base-POA,CEC2017_F15,28,2581.9141106303114
Base-POA,CEC2017_F15,29,2264.140703268856
Base-POA,CEC2017_F15,30,3325.8805923655186
Base-POA,CEC2017_F15,31,2398.9460809122284
Base-POA,CEC2017_F15,32,2713.8959877476864
Base-POA,CEC2017_F15,33,2824.1681380196515
Base-POA,CEC2017_F15,34,1652.3557670399375
Base-POA,CEC2017_F15,35,2380.352844268884
Base-POA,CEC2017_F15,36,1643.9219823927083
Base-POA,CEC2017_F15,37,3110.9524104835355
Base-POA,CEC2017_F15,38,2514.5593841197924
Base-POA,CEC2017_F15,39,2539.6589610065826
Base-POA,CEC2017_F15,40,1781.2835542399953
Base-POA,CEC2017_F15,41,2711.1533378763806
Base-POA,CEC2017_F15,42,1678.4165238953397
Base-POA,CEC2017_F15,43,2367.7255265632652
Base-POA,CEC2017_F15,44,2491.0072123495565
Base-POA,CEC2017_F15,45,1978.666504398439
Base-POA,CEC2017_F15,46,2412.3182905427648
Base-POA,CEC2017_F15,47,2158.46220874014
Base-POA,CEC2017_F15,48,2848.8647679884034
Base-POA,CEC2017_F15,49,2388.435962116991
Base-POA,CEC2017_F16,0,2343.894850833706
Base-POA,CEC2017_F16,1,2369.3855589464483
Base-POA,CEC2017_F16,2,1676.5069269632777
Base-POA,CEC2017_F16,3,1680.0610593214544
Base-POA,CEC2017_F16,4,1869.334437866172
Base-POA,CEC2017_F16,5,2290.224162597851
Base-POA,CEC2017_F16,6,1895.0350976647435
Base-POA,CEC2017_F16,7,2342.9020536359003
Base-POA,CEC2017_F16,8,2154.2083190592975
Base-POA,CEC2017_F16,9,2032.414924701553
Base-POA,CEC2017_F16,10,2408.3986517743765
Base-POA,CEC2017_F16,11,2266.53455596786
Base-POA,CEC2017_F16,12,1717.1361676169854
Base-POA,CEC2017_F16,13,1736.7140932208465
Base-POA,CEC2017_F16,14,1814.82666708735
Base-POA,CEC2017_F16,15,2093.942609606609
Base-POA,CEC2017_F16,16,1791.1147531481497
Base-POA,CEC2017_F16,17,2258.093181329061
Base-POA,CEC2017_F16,18,2064.4182214433094
Base-POA,CEC2017_F16,19,2314.2759898097192
Base-POA,CEC2017_F16,20,2037.1424735322205
Base-POA,CEC2017_F16,21,1960.4415175530096
Base-POA,CEC2017_F16,22,2360.759350186323
Base-POA,CEC2017_F16,23,1672.4448913228418
Base-POA,CEC2017_F16,24,1939.1974093565275
Base-POA,CEC2017_F16,25,1797.5400524839931
Base-POA,CEC2017_F16,26,1721.9036062505368
Base-POA,CEC2017_F16,27,2118.0243116275637
Base-POA,CEC2017_F16,28,1895.9159657442165
Base-POA,CEC2017_F16,29,1800.4665800587056
Base-POA,CEC2017_F16,30,1772.2315825715864
Base-POA,CEC2017_F16,31,1762.6345288291716
Base-POA,CEC2017_F16,32,2279.8910986390456
Base-POA,CEC2017_F16,33,2143.722888255332
Base-POA,CEC2017_F16,34,1824.220320963742
Base-POA,CEC2017_F16,35,2046.882431810458
Base-POA,CEC2017_F16,36,2281.457873011557
Base-POA,CEC2017_F16,37,1851.6540815848412
Base-POA,CEC2017_F16,38,2021.475395183192
Base-POA,CEC2017_F16,39,2148.080145713934
Base-POA,CEC2017_F16,40,1840.0843828893069
Base-POA,CEC2017_F16,41,1829.1751799103508
Base-POA,CEC2017_F16,42,1752.3512186530925
Base-POA,CEC2017_F16,43,1667.4247237287166
Base-POA,CEC2017_F16,44,2271.2445543139306
Base-POA,CEC2017_F16,45,1943.048574647759
Base-POA,CEC2017_F16,46,2009.5319434707728
Base-POA,CEC2017_F16,47,1894.7357824689384
Base-POA,CEC2017_F16,48,1664.755446233278
Base-POA,CEC2017_F16,49,1807.1583664929108
Base-POA,CEC2017_F17,0,29931.86421076083
Base-POA,CEC2017_F17,1,13241.782521897328
Base-POA,CEC2017_F17,2,22049.821100003057
Base-POA,CEC2017_F17,3,18054.724261761457
Base-POA,CEC2017_F17,4,44720.50819612562
Base-POA,CEC2017_F17,5,20471.60291407467
Base-POA,CEC2017_F17,6,19295.348435701773
Base-POA,CEC2017_F17,7,9555.155835121035
Base-POA,CEC2017_F17,8,8289.953243438023
Base-POA,CEC2017_F17,9,21522.68088647565
Base-POA,CEC2017_F17,10,29566.17583028248
Base-POA,CEC2017_F17,11,35039.01345699768
Base-POA,CEC2017_F17,12,17922.17890072241
Base-POA,CEC2017_F17,13,25965.176618373986
Base-POA,CEC2017_F17,14,45858.424614500465
Base-POA,CEC2017_F17,15,13242.578483070954
Base-POA,CEC2017_F17,16,29836.175785371848
Base-POA,CEC2017_F17,17,12819.035435054951
Base-POA,CEC2017_F17,18,5191.500803969664
Base-POA,CEC2017_F17,19,34977.4400930591
Base-POA,CEC2017_F17,20,17030.340736850492
Base-POA,CEC2017_F17,21,22552.07365131116
Base-POA,CEC2017_F17,22,14660.695794025116
Base-POA,CEC2017_F17,23,42089.042884455055
Base-POA,CEC2017_F17,24,39787.0567957572
Base-POA,CEC2017_F17,25,28326.420398445527
Base-POA,CEC2017_F17,26,23921.294173344315
Base-POA,CEC2017_F17,27,8053.088399997556
Base-POA,CEC2017_F17,28,15869.513639409814
Base-POA,CEC2017_F17,29,8632.959116449205
Base-POA,CEC2017_F17,30,12613.59162696444
Base-POA,CEC2017_F17,31,18627.69763477552
Base-POA,CEC2017_F17,32,26513.797157202036
Base-POA,CEC2017_F17,33,9161.47212337974
Base-POA,CEC2017_F17,34,21711.230894657536
Base-POA,CEC2017_F17,35,25262.154779065324
Base-POA,CEC2017_F17,36,27085.318566849535
Base-POA,CEC2017_F17,37,14794.905754437415
Base-POA,CEC2017_F17,38,16026.835383473432
Base-POA,CEC2017_F17,39,31360.776564177777
Base-POA,CEC2017_F17,40,24415.264185391723
Base-POA,CEC2017_F17,41,21884.602503133385
Base-POA,CEC2017_F17,42,30028.75461177924
Base-POA,CEC2017_F17,43,16786.3040440591
Base-POA,CEC2017_F17,44,6048.053436031389
Base-POA,CEC2017_F17,45,12696.543689739248
Base-POA,CEC2017_F17,46,21149.000228133245
Base-POA,CEC2017_F17,47,20411.768005876285
Base-POA,CEC2017_F17,48,23791.60429602063
Base-POA,CEC2017_F17,49,31655.27204789324
Base-POA,CEC2017_F18,0,2384.3564833242817
Base-POA,CEC2017_F18,1,6784.0602026239685
Base-POA,CEC2017_F18,2,6256.210293932896
Base-POA,CEC2017_F18,3,1951.583355132988
Base-POA,CEC2017_F18,4,16905.273334837162
Base-POA,CEC2017_F18,5,2635.6167771755136
Base-POA,CEC2017_F18,6,7095.723834468901
Base-POA,CEC2017_F18,7,3286.4494997268657
Base-POA,CEC2017_F18,8,7237.092185381942
Base-POA,CEC2017_F18,9,6577.706719404548
Base-POA,CEC2017_F18,10,4626.288602575871
Base-POA,CEC2017_F18,11,8044.81839932902
Base-POA,CEC2017_F18,12,4150.368565428926
Base-POA,CEC2017_F18,13,4080.5470624841846
Base-POA,CEC2017_F18,14,2696.80444719882
Base-POA,CEC2017_F18,15,13198.549609840618
Base-POA,CEC2017_F18,16,5374.052400657621
Base-POA,CEC2017_F18,17,2565.273670839907
Base-POA,CEC2017_F18,18,7613.412073699642
Base-POA,CEC2017_F18,19,8448.312724915268
Base-POA,CEC2017_F18,20,3025.6355748096594
Base-POA,CEC2017_F18,21,5687.76460278396
Base-POA,CEC2017_F18,22,3806.755124180029
Base-POA,CEC2017_F18,23,10671.667963041278
Base-POA,CEC2017_F18,24,3816.799547417972
Base-POA,CEC2017_F18,25,6028.6889310008055
Base-POA,CEC2017_F18,26,3019.024485451604
Base-POA,CEC2017_F18,27,10491.839282212915
Base-POA,CEC2017_F18,28,5245.099115726861
Base-POA,CEC2017_F18,29,7380.660260788626
Base-POA,CEC2017_F18,30,4632.965090441713
Base-POA,CEC2017_F18,31,16920.346830341783
Base-POA,CEC2017_F18,32,5247.741315388307
Base-POA,CEC2017_F18,33,6888.5353080937
Base-POA,CEC2017_F18,34,4392.799794434449
Base-POA,CEC2017_F18,35,14935.508953371524
Base-POA,CEC2017_F18,36,13028.285566587132
Base-POA,CEC2017_F18,37,9219.897655868015
Base-POA,CEC2017_F18,38,5234.659222499335
Base-POA,CEC2017_F18,39,10618.71480095706
Base-POA,CEC2017_F18,40,5244.689587304203
Base-POA,CEC2017_F18,41,8148.573705311379
Base-POA,CEC2017_F18,42,4347.495653647793
Base-POA,CEC2017_F18,43,7683.325176225556
Base-POA,CEC2017_F18,44,2600.575558637856
Base-POA,CEC2017_F18,45,9295.188205788128
Base-POA,CEC2017_F18,46,3645.5209157106174
Base-POA,CEC2017_F18,47,10043.743785049755
Base-POA,CEC2017_F18,48,7467.011009352626
Base-POA,CEC2017_F18,49,3324.2486836750295
Base-POA,CEC2017_F19,0,1938.4348025477864
Base-POA,CEC2017_F19,1,1929.4614539156416
Base-POA,CEC2017_F19,2,1938.8993615224863
Base-POA,CEC2017_F19,3,1945.2127678678964
Base-POA,CEC2017_F19,4,1939.184283014989
Base-POA,CEC2017_F19,5,2013.401227210129
Base-POA,CEC2017_F19,6,1948.6836798960655
Base-POA,CEC2017_F19,7,1931.9254110885345
Base-POA,CEC2017_F19,8,1932.2846092629864
Base-POA,CEC2017_F19,9,1987.720827312932
Base-POA,CEC2017_F19,10,1930.7449331842845
Base-POA,CEC2017_F19,11,1926.2409590087443
Base-POA,CEC2017_F19,12,1931.9745821273711
Base-POA,CEC2017_F19,13,1927.980556520228
Base-POA,CEC2017_F19,14,1948.8009247475711
Base-POA,CEC2017_F19,15,1935.60884261349
Base-POA,CEC2017_F19,16,1931.8423127641513
Base-POA,CEC2017_F19,17,1944.721429608135
Base-POA,CEC2017_F19,18,1929.721304055192
Base-POA,CEC2017_F19,19,1989.2399380320485
Base-POA,CEC2017_F19,20,1926.259649534681
Base-POA,CEC2017_F19,21,1924.5227538298384
Base-POA,CEC2017_F19,22,1952.816413908922
Base-POA,CEC2017_F19,23,1939.0085914990088
Base-POA,CEC2017_F19,24,1937.2425141689264
Base-POA,CEC2017_F19,25,1975.0743095880512
Base-POA,CEC2017_F19,26,1934.6549347752095
Base-POA,CEC2017_F19,27,1928.7043933163704
Base-POA,CEC2017_F19,28,1935.213095433049
Base-POA,CEC2017_F19,29,2147.037887720554
Base-POA,CEC2017_F19,30,1930.714932650136
Base-POA,CEC2017_F19,31,1935.7352430647427
Base-POA,CEC2017_F19,32,1950.863922413182
Base-POA,CEC2017_F19,33,1933.0419527198153
Base-POA,CEC2017_F19,34,1958.8050571114316
Base-POA,CEC2017_F19,35,1941.4271447183503
Base-POA,CEC2017_F19,36,1937.9024748554305
Base-POA,CEC2017_F19,37,1931.8514950774145
Base-POA,CEC2017_F19,38,1993.2044026572144
Base-POA,CEC2017_F19,39,1931.4566938334333
Base-POA,CEC2017_F19,40,1945.682545494823
Base-POA,CEC2017_F19,41,1938.5055530208815
Base-POA,CEC2017_F19,42,1937.756701709698
Base-POA,CEC2017_F19,43,1935.949653065206
Base-POA,CEC2017_F19,44,2173.081690423264
Base-POA,CEC2017_F19,45,1951.562260403769
Base-POA,CEC2017_F19,46,1918.6519906482677
Base-POA,CEC2017_F19,47,2178.262398035143
Base-POA,CEC2017_F19,48,1933.4567496265447
Base-POA,CEC2017_F19,49,1951.237094478125
Base-POA,CEC2017_F20,0,2247.898083662956
Base-POA,CEC2017_F20,1,2101.6546231843276
Base-POA,CEC2017_F20,2,2101.183933805386
Base-POA,CEC2017_F20,3,2100.836200666055
Base-POA,CEC2017_F20,4,2101.090772111709
Base-POA,CEC2017_F20,5,2100.8518624349113
Base-POA,CEC2017_F20,6,2104.434243055986
Base-POA,CEC2017_F20,7,2224.3991185757172
Base-POA,CEC2017_F20,8,2100.9539738617477
Base-POA,CEC2017_F20,9,2233.4283304090036
Base-POA,CEC2017_F20,10,2231.897328009121
Base-POA,CEC2017_F20,11,2225.457270748653
Base-POA,CEC2017_F20,12,2101.0189487008915
Base-POA,CEC2017_F20,13,2257.343994577601
Base-POA,CEC2017_F20,14,2100.9591429682205
Base-POA,CEC2017_F20,15,2001.004500619604
Base-POA,CEC2017_F20,16,2101.3862996045273
Base-POA,CEC2017_F20,17,2101.092761044388
Base-POA,CEC2017_F20,18,2241.0000114558616
Base-POA,CEC2017_F20,19,2100.831631485962
Base-POA,CEC2017_F20,20,2101.146023982809
Base-POA,CEC2017_F20,21,2100.6308303033734
Base-POA,CEC2017_F20,22,2100.9021171863747
Base-POA,CEC2017_F20,23,2101.4051757045786
Base-POA,CEC2017_F20,24,2100.785123498543
Base-POA,CEC2017_F20,25,2101.3055436087348
Base-POA,CEC2017_F20,26,2242.454438719437
Base-POA,CEC2017_F20,27,2105.9275602904395
Base-POA,CEC2017_F20,28,2236.193058453804
Base-POA,CEC2017_F20,29,2100.8328723974023
Base-POA,CEC2017_F20,30,2105.5631057635233
Base-POA,CEC2017_F20,31,2101.07931571008
Base-POA,CEC2017_F20,32,2100.608855972571
Base-POA,CEC2017_F20,33,2105.678455037878
Base-POA,CEC2017_F20,34,2101.3612096336756
Base-POA,CEC2017_F20,35,2101.26919555442
Base-POA,CEC2017_F20,36,2100.9670151196447
Base-POA,CEC2017_F20,37,2100.885680785184
Base-POA,CEC2017_F20,38,2216.8383809669285
Base-POA,CEC2017_F20,39,2112.7845426183953
Base-POA,CEC2017_F20,40,2100.9044378893204
Base-POA,CEC2017_F20,41,2100.970222485761
Base-POA,CEC2017_F20,42,2115.262063519092
Base-POA,CEC2017_F20,43,2100.6648875281776
Base-POA,CEC2017_F20,44,2272.9028162889576
Base-POA,CEC2017_F20,45,2101.281250573963
Base-POA,CEC2017_F20,46,2100.631809204506
Base-POA,CEC2017_F20,47,2111.5437048018844
Base-POA,CEC2017_F20,48,2237.1034928332892
Base-POA,CEC2017_F20,49,2101.321054510265
Base-POA,CEC2017_F21,0,2203.091136904959
Base-POA,CEC2017_F21,1,2204.1845154250636
Base-POA,CEC2017_F21,2,2203.407043186282
Base-POA,CEC2017_F21,3,2207.0356263762483
Base-POA,CEC2017_F21,4,2204.870359152698
Base-POA,CEC2017_F21,5,2202.813595727031
Base-POA,CEC2017_F21,6,2202.1106869908135
Base-POA,CEC2017_F21,7,2203.635682306886
Base-POA,CEC2017_F21,8,2204.9062521695955
Base-POA,CEC2017_F21,9,2203.267126743622
Base-POA,CEC2017_F21,10,2203.2199452934747
Base-POA,CEC2017_F21,11,2202.248187472173
Base-POA,CEC2017_F21,12,2203.960401989705
Base-POA,CEC2017_F21,13,2205.3441422697197
Base-POA,CEC2017_F21,14,2203.3226273594523
Base-POA,CEC2017_F21,15,2203.9350620338014
Base-POA,CEC2017_F21,16,2206.2620701976102
Base-POA,CEC2017_F21,17,2205.643264985036
Base-POA,CEC2017_F21,18,2205.206723437751
Base-POA,CEC2017_F21,19,2205.0740307523124
Base-POA,CEC2017_F21,20,2205.417921915329
Base-POA,CEC2017_F21,21,2202.7540664695275
Base-POA,CEC2017_F21,22,2204.538941346597
Base-POA,CEC2017_F21,23,2204.405934340723
Base-POA,CEC2017_F21,24,2204.713531642852
Base-POA,CEC2017_F21,25,2203.083635446396
Base-POA,CEC2017_F21,26,2203.9527206487
Base-POA,CEC2017_F21,27,2203.649668116991
Base-POA,CEC2017_F21,28,2201.4313053230844
Base-POA,CEC2017_F21,29,2203.6802180806944
Base-POA,CEC2017_F21,30,2203.1479280113717
Base-POA,CEC2017_F21,31,2205.199376414533
Base-POA,CEC2017_F21,32,2207.188297723888
Base-POA,CEC2017_F21,33,2206.308899807217
Base-POA,CEC2017_F21,34,2205.480684383901
Base-POA,CEC2017_F21,35,2204.4145577400136
Base-POA,CEC2017_F21,36,2203.6111376225963
Base-POA,CEC2017_F21,37,2202.6384550205025
Base-POA,CEC2017_F21,38,2202.5162280678014
Base-POA,CEC2017_F21,39,2203.171122519498
Base-POA,CEC2017_F21,40,2203.305295184812
Base-POA,CEC2017_F21,41,2202.3373593949987
Base-POA,CEC2017_F21,42,2203.7174537974097
Base-POA,CEC2017_F21,43,2202.221084973383
Base-POA,CEC2017_F21,44,2204.486733798982
Base-POA,CEC2017_F21,45,2202.6992623467754
Base-POA,CEC2017_F21,46,2202.716302635169
Base-POA,CEC2017_F21,47,2203.3031992277843
Base-POA,CEC2017_F21,48,2203.676942498736
Base-POA,CEC2017_F21,49,2202.8665060456874
Base-POA,CEC2017_F22,0,2401.746723324658
Base-POA,CEC2017_F22,1,2401.1086872973447
Base-POA,CEC2017_F22,2,2304.493176002612
Base-POA,CEC2017_F22,3,2303.5630517030345
Base-POA,CEC2017_F22,4,2303.8616748417985
Base-POA,CEC2017_F22,5,2401.0399416641912
Base-POA,CEC2017_F22,6,2401.010609417978
Base-POA,CEC2017_F22,7,2302.3781748006686
Base-POA,CEC2017_F22,8,2302.022567470113
Base-POA,CEC2017_F22,9,2302.5351144960728
Base-POA,CEC2017_F22,10,2311.026147367687
Base-POA,CEC2017_F22,11,2302.4534628243005
Base-POA,CEC2017_F22,12,2301.51310953104
Base-POA,CEC2017_F22,13,2302.8675864627244
Base-POA,CEC2017_F22,14,2401.5436311922026
Base-POA,CEC2017_F22,15,2303.0404099265993
Base-POA,CEC2017_F22,16,2301.600781183677
Base-POA,CEC2017_F22,17,2302.057307829925
Base-POA,CEC2017_F22,18,2352.0141803544243
Base-POA,CEC2017_F22,19,2304.721722645412
Base-POA,CEC2017_F22,20,2342.670801612971
Base-POA,CEC2017_F22,21,2302.3657721513327
Base-POA,CEC2017_F22,22,2301.68606172941
Base-POA,CEC2017_F22,23,2302.707142505717
Base-POA,CEC2017_F22,24,2401.03153117558
Base-POA,CEC2017_F22,25,2323.033098118308
Base-POA,CEC2017_F22,26,2311.4947084376477
Base-POA,CEC2017_F22,27,2303.915208802239
Base-POA,CEC2017_F22,28,2303.0413982050904
Base-POA,CEC2017_F22,29,2308.602750497004
Base-POA,CEC2017_F22,30,2400.5230762857495
Base-POA,CEC2017_F22,31,2302.3208942234273
Base-POA,CEC2017_F22,32,2303.6080140979734
Base-POA,CEC2017_F22,33,2301.691674878472
Base-POA,CEC2017_F22,34,2302.0694803287365
Base-POA,CEC2017_F22,35,2304.073086815864
Base-POA,CEC2017_F22,36,2401.534249326019
Base-POA,CEC2017_F22,37,2303.214189217072
Base-POA,CEC2017_F22,38,2401.2517816135633
Base-POA,CEC2017_F22,39,2303.5352109734154
Base-POA,CEC2017_F22,40,2306.444920570168
Base-POA,CEC2017_F22,41,2303.1978086307163
Base-POA,CEC2017_F22,42,2401.153464980784
Base-POA,CEC2017_F22,43,2303.226627153307
Base-POA,CEC2017_F22,44,2302.085392736905
Base-POA,CEC2017_F22,45,2302.7604427970823
Base-POA,CEC2017_F22,46,2303.6827883571455
Base-POA,CEC2017_F22,47,2301.8720962668704
Base-POA,CEC2017_F22,48,2301.7562504607886
Base-POA,CEC2017_F22,49,2302.358054263668
Base-POA,CEC2017_F23,0,2403.229513554278
