Function,Algorithm,Run,Best_Fitness,Source
CEC14_F6,AOA,49,612.0487479645707,computed
CEC14_F6,SCA,49,607.855526081054,computed
CEC14_F6,SSA,49,607.49548870058,computed
CEC14_F7,Base_POA,0,700.8973670857562,computed
CEC14_F7,Proposed_POA,0,700.642111925684,resumed
CEC14_F7,PSO,0,700.1530463414551,computed
CEC14_F7,GWO,0,702.1084253559387,computed
CEC14_F7,WOA,0,700.6001581925719,computed
CEC14_F7,HHO,0,703.280942327455,computed
CEC14_F7,AOA,0,792.6700937093865,computed
CEC14_F7,SCA,0,720.8206235189328,computed
CEC14_F7,SSA,0,734.1572165744934,computed
CEC14_F7,Base_POA,1,700.902742431097,computed
CEC14_F7,Proposed_POA,1,700.9533585878843,resumed
CEC14_F7,PSO,1,715.7413404152161,computed
CEC14_F7,GWO,1,700.9679897164566,computed
CEC14_F7,WOA,1,700.9177212864704,computed
CEC14_F7,HHO,1,705.7202879729236,computed
CEC14_F7,AOA,1,800.896100996081,computed
CEC14_F7,SCA,1,722.9718652973878,computed
CEC14_F7,SSA,1,758.1231032522146,computed
CEC14_F7,Base_POA,2,700.8994035821116,computed
CEC14_F7,Proposed_POA,2,700.9019552398488,resumed
CEC14_F7,PSO,2,704.5431214640558,computed
CEC14_F7,GWO,2,700.9634970951166,computed
CEC14_F7,WOA,2,702.2780838937172,computed
CEC14_F7,HHO,2,703.3632840634542,computed
CEC14_F7,AOA,2,865.9099884664246,computed
CEC14_F7,SCA,2,745.2705469411414,computed
CEC14_F7,SSA,2,798.3152094026636,computed
CEC14_F7,Base_POA,3,700.9740042389598,computed
CEC14_F7,Proposed_POA,3,700.7615975100276,resumed
CEC14_F7,PSO,3,700.0567908905078,computed
CEC14_F7,GWO,3,703.6316283506444,computed
CEC14_F7,WOA,3,701.3456089360509,computed
CEC14_F7,HHO,3,702.9938419926674,computed
CEC14_F7,AOA,3,833.7680363532581,computed
CEC14_F7,SCA,3,721.6242856818449,computed
CEC14_F7,SSA,3,731.5370796713511,computed
CEC14_F7,Base_POA,4,701.0172740813216,computed
CEC14_F7,Proposed_POA,4,700.6239478273341,resumed
CEC14_F7,PSO,4,700.1345149869308,computed
CEC14_F7,GWO,4,701.0218669856974,computed
CEC14_F7,WOA,4,701.3807074055991,computed
CEC14_F7,HHO,4,705.4571593256699,computed
CEC14_F7,AOA,4,889.2977028732428,computed
CEC14_F7,SCA,4,715.5004337028249,computed
CEC14_F7,SSA,4,715.3337335506626,computed
CEC14_F7,Base_POA,5,701.1705433691835,computed
CEC14_F7,Proposed_POA,5,700.8484859836253,resumed
CEC14_F7,PSO,5,700.0550043440143,computed
CEC14_F7,GWO,5,701.1699386687418,computed
CEC14_F7,WOA,5,700.7392320652447,computed
CEC14_F7,HHO,5,706.1240091854584,computed
CEC14_F7,AOA,5,808.152989380716,computed
CEC14_F7,SCA,5,711.2447960357308,computed
CEC14_F7,SSA,5,731.8103639549208,computed
CEC14_F7,Base_POA,6,700.7975620628872,computed
CEC14_F7,Proposed_POA,6,700.4361804303622,resumed
CEC14_F7,PSO,6,703.7643004640778,computed
CEC14_F7,GWO,6,701.8703149801717,computed
CEC14_F7,WOA,6,700.6469545537212,computed
CEC14_F7,HHO,6,708.1977897886064,computed
CEC14_F7,AOA,6,896.9246965618655,computed
CEC14_F7,SCA,6,757.8524837795658,computed
CEC14_F7,SSA,6,779.9026703584695,computed
CEC14_F7,Base_POA,7,700.8769378503895,computed
CEC14_F7,Proposed_POA,7,700.7704177949686,resumed
CEC14_F7,PSO,7,704.7512285197345,computed
CEC14_F7,GWO,7,702.5969465535524,computed
CEC14_F7,WOA,7,701.0345046397525,computed
CEC14_F7,HHO,7,703.6627247341615,computed
CEC14_F7,AOA,7,829.7587786078666,computed
CEC14_F7,SCA,7,726.1538833703956,computed
CEC14_F7,SSA,7,749.7722999541176,computed
CEC14_F7,Base_POA,8,701.2234664473663,computed
CEC14_F7,Proposed_POA,8,701.0193016876141,resumed
CEC14_F7,PSO,8,708.1603734418208,computed
CEC14_F7,GWO,8,701.9269014392829,computed
CEC14_F7,WOA,8,700.6612322110856,computed
CEC14_F7,HHO,8,702.6256189253763,computed
CEC14_F7,AOA,8,929.2257315117268,computed
CEC14_F7,SCA,8,712.9756265370188,computed
CEC14_F7,SSA,8,767.3924996250038,computed
CEC14_F7,Base_POA,9,700.9684408248047,computed
CEC14_F7,Proposed_POA,9,700.8715081207039,resumed
CEC14_F7,PSO,9,703.7456453871508,computed
CEC14_F7,GWO,9,700.967974774413,computed
CEC14_F7,WOA,9,701.6155625048345,computed
CEC14_F7,HHO,9,703.1427509321643,computed
CEC14_F7,AOA,9,827.9863209740817,computed
CEC14_F7,SCA,9,719.9679345970371,computed
CEC14_F7,SSA,9,731.7108792694003,computed
CEC14_F7,Base_POA,10,700.9348693327124,computed
CEC14_F7,Proposed_POA,10,700.7952015398457,resumed
CEC14_F7,PSO,10,700.1018933761557,computed
CEC14_F7,GWO,10,700.6773779958859,computed
CEC14_F7,WOA,10,700.5610824809181,computed
CEC14_F7,HHO,10,705.6861370150947,computed
CEC14_F7,AOA,10,882.4678933693596,computed
CEC14_F7,SCA,10,714.2468847554233,computed
CEC14_F7,SSA,10,763.8764781732802,computed
CEC14_F7,Base_POA,11,700.6083823211044,computed
CEC14_F7,Proposed_POA,11,700.9085600242103,resumed
CEC14_F7,PSO,11,703.9562334578343,computed
CEC14_F7,GWO,11,701.0298990822643,computed
CEC14_F7,WOA,11,700.9157943139402,computed
CEC14_F7,HHO,11,701.9425989615364,computed
CEC14_F7,AOA,11,925.0518138459893,computed
CEC14_F7,SCA,11,722.6399034678433,computed
CEC14_F7,SSA,11,730.9655471275804,computed
CEC14_F7,Base_POA,12,700.8793278613132,computed
CEC14_F7,Proposed_POA,12,700.8877220217307,resumed
CEC14_F7,PSO,12,700.0792028359812,computed
CEC14_F7,GWO,12,701.2918340389984,computed
CEC14_F7,WOA,12,701.86472466425,computed
CEC14_F7,HHO,12,706.6905088498935,computed
CEC14_F7,AOA,12,857.3942936464446,computed
CEC14_F7,SCA,12,714.5880845192927,computed
CEC14_F7,SSA,12,746.3218073959558,computed
CEC14_F7,Base_POA,13,700.873020259486,computed
CEC14_F7,Proposed_POA,13,700.8763189052496,resumed
CEC14_F7,PSO,13,700.0710873267444,computed
CEC14_F7,GWO,13,700.9363274012587,computed
CEC14_F7,WOA,13,701.0472573859105,computed
CEC14_F7,HHO,13,702.471898508387,computed
CEC14_F7,AOA,13,917.4009698563806,computed
CEC14_F7,SCA,13,728.3943204035508,computed
CEC14_F7,SSA,13,746.6052029363758,computed
CEC14_F7,Base_POA,14,701.0190738123616,computed
CEC14_F7,Proposed_POA,14,700.9193141161036,resumed
CEC14_F7,PSO,14,700.3443519485643,computed
CEC14_F7,GWO,14,703.1260054482132,computed
CEC14_F7,WOA,14,700.7107994034772,computed
CEC14_F7,HHO,14,705.5796604511952,computed
CEC14_F7,AOA,14,817.1534833304381,computed
CEC14_F7,SCA,14,718.3011984222251,computed
CEC14_F7,SSA,14,780.5039498771949,computed
CEC14_F7,Base_POA,15,700.998805124552,computed
CEC14_F7,Proposed_POA,15,700.9519316975011,resumed
CEC14_F7,PSO,15,700.1229558734162,computed
CEC14_F7,GWO,15,700.9776553778406,computed
CEC14_F7,WOA,15,700.5033501696715,computed
CEC14_F7,HHO,15,702.7824852408509,computed
CEC14_F7,AOA,15,912.2606351599552,computed
CEC14_F7,SCA,15,712.9096603008965,computed
CEC14_F7,SSA,15,773.4653715289844,computed
CEC14_F7,Base_POA,16,700.779128317454,computed
CEC14_F7,Proposed_POA,16,700.4914563846844,resumed
CEC14_F7,PSO,16,700.155440347576,computed
CEC14_F7,GWO,16,700.7310277184843,computed
CEC14_F7,WOA,16,700.9709764202061,computed
CEC14_F7,HHO,16,709.9027259949642,computed
CEC14_F7,AOA,16,841.750024228231,computed
CEC14_F7,SCA,16,715.848006125166,computed
CEC14_F7,SSA,16,730.6464320313625,computed
CEC14_F7,Base_POA,17,700.9782034207759,computed
CEC14_F7,Proposed_POA,17,700.6561021460196,resumed
CEC14_F7,PSO,17,700.3779798878845,computed
CEC14_F7,GWO,17,701.060508313143,computed
CEC14_F7,WOA,17,702.962189573977,computed
CEC14_F7,HHO,17,704.1142926682546,computed
CEC14_F7,AOA,17,810.0926905201345,computed
CEC14_F7,SCA,17,738.2395743752712,computed
CEC14_F7,SSA,17,705.3732960076256,computed
CEC14_F7,Base_POA,18,700.7684821749563,computed
CEC14_F7,Proposed_POA,18,700.5193659718942,resumed
CEC14_F7,PSO,18,703.8760019721894,computed
CEC14_F7,GWO,18,701.4227726387635,computed
CEC14_F7,WOA,18,700.8080770670009,computed
CEC14_F7,HHO,18,704.1369851455734,computed
CEC14_F7,AOA,18,787.2685522670511,computed
CEC14_F7,SCA,18,724.2059684343327,computed
CEC14_F7,SSA,18,765.1388506113904,computed
CEC14_F7,Base_POA,19,700.9691254330036,computed
CEC14_F7,Proposed_POA,19,700.8830145293298,resumed
CEC14_F7,PSO,19,704.3653165258249,computed
CEC14_F7,GWO,19,700.7249746066667,computed
CEC14_F7,WOA,19,704.2555862253522,computed
CEC14_F7,HHO,19,707.8007789524523,computed
CEC14_F7,AOA,19,941.630341519435,computed
CEC14_F7,SCA,19,723.6824489917033,computed
CEC14_F7,SSA,19,748.9178418285577,computed
CEC14_F7,Base_POA,20,700.6701844048674,computed
CEC14_F7,Proposed_POA,20,700.7510143945279,resumed
CEC14_F7,PSO,20,704.556528640571,computed
CEC14_F7,GWO,20,700.9759519907985,computed
CEC14_F7,WOA,20,703.4192416037222,computed
CEC14_F7,HHO,20,702.2216684338455,computed
CEC14_F7,AOA,20,798.8406749457266,computed
CEC14_F7,SCA,20,720.4090199913459,computed
CEC14_F7,SSA,20,709.3694990323506,computed
CEC14_F7,Base_POA,21,700.8531503952502,computed
CEC14_F7,Proposed_POA,21,700.5535541786717,resumed
CEC14_F7,PSO,21,708.1934383361473,computed
CEC14_F7,GWO,21,701.4158305281057,computed
CEC14_F7,WOA,21,702.5000069232041,computed
CEC14_F7,HHO,21,704.711655682118,computed
CEC14_F7,AOA,21,889.6651846642641,computed
CEC14_F7,SCA,21,719.3508837322656,computed
CEC14_F7,SSA,21,779.1443333239065,computed
CEC14_F7,Base_POA,22,700.8784724326989,computed
CEC14_F7,Proposed_POA,22,700.8435899562548,resumed
CEC14_F7,PSO,22,700.3585206962462,computed
CEC14_F7,GWO,22,701.1712507977307,computed
CEC14_F7,WOA,22,701.3667674624818,computed
CEC14_F7,HHO,22,707.3372072121516,computed
CEC14_F7,AOA,22,815.274215023809,computed
CEC14_F7,SCA,22,711.1024777850035,computed
CEC14_F7,SSA,22,757.7551806491477,computed
CEC14_F7,Base_POA,23,700.51780952554,computed
CEC14_F7,Proposed_POA,23,700.8467296411839,resumed
CEC14_F7,PSO,23,703.6789950406663,computed
CEC14_F7,GWO,23,701.1736199088576,computed
CEC14_F7,WOA,23,700.8949081422159,computed
CEC14_F7,HHO,23,703.8272355468415,computed
CEC14_F7,AOA,23,799.2752911633121,computed
CEC14_F7,SCA,23,724.1369881508763,computed
CEC14_F7,SSA,23,809.3100974641725,computed
CEC14_F7,Base_POA,24,701.0320234534053,computed
CEC14_F7,Proposed_POA,24,700.7906367953389,resumed
CEC14_F7,PSO,24,700.1280792296369,computed
CEC14_F7,GWO,24,701.7104109801642,computed
CEC14_F7,WOA,24,701.1663972293971,computed
CEC14_F7,HHO,24,701.6128603860124,computed
CEC14_F7,AOA,24,906.4311922152766,computed
CEC14_F7,SCA,24,726.4464623703406,computed
CEC14_F7,SSA,24,733.2545563652058,computed
CEC14_F7,Base_POA,25,700.9443404999663,computed
CEC14_F7,Proposed_POA,25,700.8167102685188,resumed
CEC14_F7,PSO,25,718.3044077595268,computed
CEC14_F7,GWO,25,700.9996649493474,computed
CEC14_F7,WOA,25,701.0852799545092,computed
CEC14_F7,HHO,25,702.4467434342646,computed
CEC14_F7,AOA,25,899.9859855175993,computed
CEC14_F7,SCA,25,722.6940903766684,computed
CEC14_F7,SSA,25,743.5353455495052,computed
CEC14_F7,Base_POA,26,700.8117336421291,computed
CEC14_F7,Proposed_POA,26,700.7665638104651,resumed
CEC14_F7,PSO,26,708.2653772792314,computed
CEC14_F7,GWO,26,700.9399976199738,computed
CEC14_F7,WOA,26,700.9832802841212,computed
CEC14_F7,HHO,26,702.8677982165055,computed
CEC14_F7,AOA,26,858.7356731994741,computed
CEC14_F7,SCA,26,737.6549847361911,computed
CEC14_F7,SSA,26,730.86191679746,computed
CEC14_F7,Base_POA,27,700.8810798240531,computed
CEC14_F7,Proposed_POA,27,700.8399884797218,resumed
CEC14_F7,PSO,27,704.5616590535926,computed
CEC14_F7,GWO,27,705.2480930983146,computed
CEC14_F7,WOA,27,700.880157788827,computed
CEC14_F7,HHO,27,704.2529907733154,computed
CEC14_F7,AOA,27,787.1049334474822,computed
CEC14_F7,SCA,27,734.8298301972638,computed
CEC14_F7,SSA,27,742.5824617900832,computed
CEC14_F7,Base_POA,28,700.9566923684447,computed
CEC14_F7,Proposed_POA,28,700.5495690536225,resumed
CEC14_F7,PSO,28,703.8424627733706,computed
CEC14_F7,GWO,28,703.815579304424,computed
CEC14_F7,WOA,28,701.0589993885554,computed
CEC14_F7,HHO,28,702.127783422565,computed
CEC14_F7,AOA,28,874.6827503629213,computed
CEC14_F7,SCA,28,715.2582184038339,computed
CEC14_F7,SSA,28,795.071246193107,computed
CEC14_F7,Base_POA,29,700.834398843866,computed
CEC14_F7,Proposed_POA,29,700.4356995696231,resumed
CEC14_F7,PSO,29,700.0631833217855,computed
CEC14_F7,GWO,29,700.8951320026082,computed
CEC14_F7,WOA,29,701.2881218529379,computed
CEC14_F7,HHO,29,705.3068139161228,computed
CEC14_F7,AOA,29,957.8015191541765,computed
CEC14_F7,SCA,29,721.7787315394314,computed
CEC14_F7,SSA,29,715.3081373129683,computed
CEC14_F7,Base_POA,30,701.0270896263827,computed
CEC14_F7,Proposed_POA,30,700.7094621023455,resumed
CEC14_F7,PSO,30,703.9416330818897,computed
CEC14_F7,GWO,30,703.4050990722903,computed
CEC14_F7,WOA,30,700.5752665787329,computed
CEC14_F7,HHO,30,711.6622992842954,computed
CEC14_F7,AOA,30,891.6853533688949,computed
CEC14_F7,SCA,30,713.2540898611986,computed
CEC14_F7,SSA,30,755.0055131739931,computed
CEC14_F7,Base_POA,31,700.642067721828,computed
CEC14_F7,Proposed_POA,31,700.8327921936962,resumed
CEC14_F7,PSO,31,704.4865502827818,computed
CEC14_F7,GWO,31,703.0242426729591,computed
CEC14_F7,WOA,31,701.0859924404623,computed
CEC14_F7,HHO,31,705.3203704698932,computed
CEC14_F7,AOA,31,913.9077935721621,computed
CEC14_F7,SCA,31,713.543852842974,computed
CEC14_F7,SSA,31,772.5878373051246,computed
CEC14_F7,Base_POA,32,701.0422195277605,computed
CEC14_F7,Proposed_POA,32,700.7926096255651,resumed
CEC14_F7,PSO,32,700.092596053768,computed
CEC14_F7,GWO,32,703.3844261886081,computed
CEC14_F7,WOA,32,701.2833063791683,computed
CEC14_F7,HHO,32,701.2130587522219,computed
CEC14_F7,AOA,32,824.4330163831512,computed
CEC14_F7,SCA,32,724.5275390678128,computed
CEC14_F7,SSA,32,713.4470108267807,computed
CEC14_F7,Base_POA,33,701.0196821822431,computed
CEC14_F7,Proposed_POA,33,700.7494468559904,resumed
CEC14_F7,PSO,33,708.395547072897,computed
CEC14_F7,GWO,33,702.0971200582234,computed
CEC14_F7,WOA,33,701.2141450883386,computed
CEC14_F7,HHO,33,702.7647336696441,computed
CEC14_F7,AOA,33,969.7566342124271,computed
CEC14_F7,SCA,33,713.8001576053041,computed
CEC14_F7,SSA,33,777.7582307071505,computed
CEC14_F7,Base_POA,34,700.8861494544032,computed
CEC14_F7,Proposed_POA,34,700.8252890394637,resumed
CEC14_F7,PSO,34,718.5652407842686,computed
CEC14_F7,GWO,34,701.764535644099,computed
CEC14_F7,WOA,34,701.5240525865642,computed
CEC14_F7,HHO,34,702.4621268135543,computed
CEC14_F7,AOA,34,902.9624444827889,computed
CEC14_F7,SCA,34,720.1774808467263,computed
CEC14_F7,SSA,34,753.8239785727922,computed
CEC14_F7,Base_POA,35,700.8225541417318,computed
CEC14_F7,Proposed_POA,35,700.7663668044285,resumed
CEC14_F7,PSO,35,708.0208949231899,computed
CEC14_F7,GWO,35,701.037642860683,computed
CEC14_F7,WOA,35,701.9192070317941,computed
CEC14_F7,HHO,35,704.9722511214098,computed
CEC14_F7,AOA,35,821.5818719302944,computed
CEC14_F7,SCA,35,729.0639673219989,computed
CEC14_F7,SSA,35,813.3455800486206,computed
CEC14_F7,Base_POA,36,700.9829677933909,computed
CEC14_F7,Proposed_POA,36,700.4634964799347,resumed
CEC14_F7,PSO,36,704.5399396695997,computed
CEC14_F7,GWO,36,701.9686607363967,computed
CEC14_F7,WOA,36,702.7629906126515,computed
CEC14_F7,HHO,36,704.1779835109417,computed
CEC14_F7,AOA,36,953.2179691790856,computed
CEC14_F7,SCA,36,714.2964022456146,computed
CEC14_F7,SSA,36,739.7278828632212,computed
CEC14_F7,Base_POA,37,700.8620368856582,computed
CEC14_F7,Proposed_POA,37,700.7218068918938,resumed
CEC14_F7,PSO,37,703.8054665780925,computed
CEC14_F7,GWO,37,702.9753214813779,computed
CEC14_F7,WOA,37,701.7444766494913,computed
CEC14_F7,HHO,37,703.3350620057121,computed
CEC14_F7,AOA,37,875.8915412529798,computed
CEC14_F7,SCA,37,726.7371247967984,computed
CEC14_F7,SSA,37,713.1916702666352,computed
CEC14_F7,Base_POA,38,700.8823226068927,computed
CEC14_F7,Proposed_POA,38,700.6710040332006,resumed
CEC14_F7,PSO,38,718.3380093093132,computed
CEC14_F7,GWO,38,701.5787803814208,computed
CEC14_F7,WOA,38,700.8213661528324,computed
CEC14_F7,HHO,38,707.6382951592266,computed
CEC14_F7,AOA,38,965.1528224889807,computed
CEC14_F7,SCA,38,712.2220029763214,computed
CEC14_F7,SSA,38,805.9532411414149,computed
CEC14_F7,Base_POA,39,701.00492850975,computed
CEC14_F7,Proposed_POA,39,700.8722393961364,resumed
CEC14_F7,PSO,39,704.6332244112197,computed
CEC14_F7,GWO,39,700.9490717146408,computed
CEC14_F7,WOA,39,701.4822617226052,computed
CEC14_F7,HHO,39,702.3626224869886,computed
CEC14_F7,AOA,39,922.0059664436749,computed
CEC14_F7,SCA,39,722.287636817468,computed
CEC14_F7,SSA,39,771.9212977806387,computed
CEC14_F7,Base_POA,40,700.8665053749496,computed
CEC14_F7,Proposed_POA,40,700.8589372986595,resumed
CEC14_F7,PSO,40,700.3509915074502,computed
CEC14_F7,GWO,40,701.382860456656,computed
CEC14_F7,WOA,40,701.0090762903488,computed
CEC14_F7,HHO,40,709.7800656657698,computed
CEC14_F7,AOA,40,865.3364993455059,computed
CEC14_F7,SCA,40,727.4615272552479,computed
CEC14_F7,SSA,40,736.1375729388354,computed
CEC14_F7,Base_POA,41,700.8637805535266,computed
CEC14_F7,Proposed_POA,41,700.7197643689491,resumed
CEC14_F7,PSO,41,704.4569482574889,computed
CEC14_F7,GWO,41,700.9549226827529,computed
CEC14_F7,WOA,41,700.6175637665692,computed
CEC14_F7,HHO,41,704.5932412318979,computed
CEC14_F7,AOA,41,797.5097796980842,computed
CEC14_F7,SCA,41,727.2200799126794,computed
CEC14_F7,SSA,41,791.4431279452474,computed
CEC14_F7,Base_POA,42,700.78243435825,computed
CEC14_F7,Proposed_POA,42,700.6209358674232,resumed
CEC14_F7,PSO,42,708.0361981022738,computed
CEC14_F7,GWO,42,700.9261298471738,computed
CEC14_F7,WOA,42,700.3449369055851,computed
CEC14_F7,HHO,42,702.3724234143314,computed
CEC14_F7,AOA,42,953.8802506610434,computed
CEC14_F7,SCA,42,714.9455637588325,computed
CEC14_F7,SSA,42,754.0160862737048,computed
CEC14_F7,Base_POA,43,700.7079043832517,computed
CEC14_F7,Proposed_POA,43,700.4841897792489,resumed
CEC14_F7,PSO,43,704.4851109273479,computed
CEC14_F7,GWO,43,701.1080650809813,computed
CEC14_F7,WOA,43,701.2748498205656,computed
CEC14_F7,HHO,43,703.4936112166708,computed
CEC14_F7,AOA,43,876.3376418010785,computed
CEC14_F7,SCA,43,723.1383211492888,computed
CEC14_F7,SSA,43,758.3205149896743,computed
CEC14_F7,Base_POA,44,700.6731307629072,computed
CEC14_F7,Proposed_POA,44,700.7178420668073,resumed
CEC14_F7,PSO,44,717.694034092777,computed
CEC14_F7,GWO,44,702.2012502490996,computed
CEC14_F7,WOA,44,700.8206846161787,computed
CEC14_F7,HHO,44,708.2606345108361,computed
CEC14_F7,AOA,44,921.1836660253067,computed
CEC14_F7,SCA,44,724.0288331738986,computed
CEC14_F7,SSA,44,719.5092264107423,computed
CEC14_F7,Base_POA,45,700.6963914703686,computed
CEC14_F7,Proposed_POA,45,700.6647658939959,resumed
CEC14_F7,PSO,45,700.0567999576538,computed
CEC14_F7,GWO,45,702.8587893299709,computed
CEC14_F7,WOA,45,701.114251246499,computed
CEC14_F7,HHO,45,705.0712592448026,computed
CEC14_F7,AOA,45,880.4992000981473,computed
CEC14_F7,SCA,45,726.5960963214332,computed
CEC14_F7,SSA,45,755.9753315464044,computed
CEC14_F7,Base_POA,46,700.8389920891196,computed
CEC14_F7,Proposed_POA,46,700.6705646740687,resumed
CEC14_F7,PSO,46,704.4335484717819,computed
CEC14_F7,GWO,46,700.9669974958888,computed
CEC14_F7,WOA,46,701.9877997077283,computed
CEC14_F7,HHO,46,705.4422118610595,computed
CEC14_F7,AOA,46,887.4276622662852,computed
CEC14_F7,SCA,46,718.3065705671391,computed
CEC14_F7,SSA,46,799.8466727085433,computed
CEC14_F7,Base_POA,47,700.817718214013,computed
CEC14_F7,Proposed_POA,47,700.7787357786837,resumed
CEC14_F7,PSO,47,722.1867131102732,computed
CEC14_F7,GWO,47,701.1425214215789,computed
CEC14_F7,WOA,47,703.5160999406313,computed
CEC14_F7,HHO,47,702.8145220807353,computed
CEC14_F7,AOA,47,770.8640838428609,computed
CEC14_F7,SCA,47,712.2481546503469,computed
CEC14_F7,SSA,47,773.6145414777601,computed
CEC14_F7,Base_POA,48,700.8538356964846,computed
CEC14_F7,Proposed_POA,48,700.7802808373247,resumed
CEC14_F7,PSO,48,721.6671241194088,computed
CEC14_F7,GWO,48,701.0377195656017,computed
CEC14_F7,WOA,48,700.4180890964657,computed
CEC14_F7,HHO,48,705.1648830948328,computed
CEC14_F7,AOA,48,865.8873080773257,computed
CEC14_F7,SCA,48,731.7370604491659,computed
CEC14_F7,SSA,48,716.5240202032368,computed
CEC14_F7,Base_POA,49,700.8169537720258,computed
CEC14_F7,Proposed_POA,49,700.6889433860374,resumed
CEC14_F7,PSO,49,717.3951734870568,computed
CEC14_F7,GWO,49,702.2170715232891,computed
CEC14_F7,WOA,49,700.8438645682029,computed
CEC14_F7,HHO,49,702.4505762873833,computed
CEC14_F7,AOA,49,956.7576460143429,computed
CEC14_F7,SCA,49,720.0826453481404,computed
CEC14_F7,SSA,49,722.8936771222461,computed
CEC14_F8,Base_POA,0,826.437648016934,computed
CEC14_F8,Proposed_POA,0,827.859071292261,resumed
CEC14_F8,PSO,0,811.8070616309137,computed
CEC14_F8,GWO,0,825.7271175088142,computed
CEC14_F8,WOA,0,837.2375192559174,computed
CEC14_F8,HHO,0,836.0455017386117,computed
CEC14_F8,AOA,0,884.1470996788445,computed
CEC14_F8,SCA,0,858.8161644842453,computed
CEC14_F8,SSA,0,862.6876910917217,computed
CEC14_F8,Base_POA,1,819.6677985018323,computed
CEC14_F8,Proposed_POA,1,820.8946680232249,resumed
CEC14_F8,PSO,1,811.2904327407118,computed
CEC14_F8,GWO,1,816.9876923880089,computed
CEC14_F8,WOA,1,844.1771631209339,computed
CEC14_F8,HHO,1,838.6127105232304,computed
CEC14_F8,AOA,1,865.0159308734732,computed
CEC14_F8,SCA,1,845.5754080778744,computed
CEC14_F8,SSA,1,861.2641345138691,computed
CEC14_F8,Base_POA,2,838.5720670198024,computed
CEC14_F8,Proposed_POA,2,813.9350586893917,resumed
CEC14_F8,PSO,2,809.95050133833,computed
CEC14_F8,GWO,2,809.2338415194529,computed
CEC14_F8,WOA,2,814.6617219397531,computed
CEC14_F8,HHO,2,833.7151270963077,computed
CEC14_F8,AOA,2,855.6870838080089,computed
CEC14_F8,SCA,2,859.0251526945582,computed
CEC14_F8,SSA,2,867.3519210489903,computed
CEC14_F8,Base_POA,3,821.7267553829869,computed
CEC14_F8,Proposed_POA,3,829.8212447199653,resumed
CEC14_F8,PSO,3,812.3971340384556,computed
CEC14_F8,GWO,3,814.8958171394689,computed
CEC14_F8,WOA,3,827.7032523842092,computed
CEC14_F8,HHO,3,819.5449876766885,computed
CEC14_F8,AOA,3,853.8229525887865,computed
CEC14_F8,SCA,3,852.9645470379412,computed
CEC14_F8,SSA,3,880.1521100533266,computed
CEC14_F8,Base_POA,4,824.9114278796773,computed
CEC14_F8,Proposed_POA,4,822.8857206700785,resumed
CEC14_F8,PSO,4,819.2404475682581,computed
CEC14_F8,GWO,4,841.034693168596,computed
CEC14_F8,WOA,4,829.2010710345779,computed
CEC14_F8,HHO,4,848.848103104158,computed
CEC14_F8,AOA,4,859.9094998048331,computed
CEC14_F8,SCA,4,854.6191436020858,computed
CEC14_F8,SSA,4,859.3878634111863,computed
CEC14_F8,Base_POA,5,822.6138104543404,computed
CEC14_F8,Proposed_POA,5,814.0813957015225,resumed
CEC14_F8,PSO,5,810.9492793841949,computed
CEC14_F8,GWO,5,820.576239005504,computed
CEC14_F8,WOA,5,827.107558467291,computed
CEC14_F8,HHO,5,825.9281757163542,computed
CEC14_F8,AOA,5,876.7351980840497,computed
CEC14_F8,SCA,5,848.4662466163768,computed
CEC14_F8,SSA,5,838.5299314402009,computed
CEC14_F8,Base_POA,6,823.2788757081335,computed
CEC14_F8,Proposed_POA,6,828.8542668972548,resumed
CEC14_F8,PSO,6,813.3444880506158,computed
CEC14_F8,GWO,6,814.2022747825728,computed
CEC14_F8,WOA,6,818.6259679500919,computed
CEC14_F8,HHO,6,823.5631920978341,computed
CEC14_F8,AOA,6,871.0477779659609,computed
CEC14_F8,SCA,6,860.5962340908834,computed
CEC14_F8,SSA,6,860.3921632318143,computed
CEC14_F8,Base_POA,7,822.4393918861414,computed
CEC14_F8,Proposed_POA,7,825.8696823663266,resumed
CEC14_F8,PSO,7,822.3929595479335,computed
CEC14_F8,GWO,7,822.264194875971,computed
CEC14_F8,WOA,7,860.4258142872814,computed
CEC14_F8,HHO,7,846.0934527090513,computed
CEC14_F8,AOA,7,869.0891559800017,computed
CEC14_F8,SCA,7,849.4061760347029,computed
CEC14_F8,SSA,7,881.0987656241344,computed
CEC14_F8,Base_POA,8,836.2511996729393,computed
CEC14_F8,Proposed_POA,8,817.9681722568769,resumed
CEC14_F8,PSO,8,812.5344194372849,computed
CEC14_F8,GWO,8,813.6841310477286,computed
CEC14_F8,WOA,8,832.8862754699763,computed
CEC14_F8,HHO,8,842.0958037693974,computed
CEC14_F8,AOA,8,867.3041905099775,computed
CEC14_F8,SCA,8,864.5517632393414,computed
CEC14_F8,SSA,8,866.9662705035907,computed
CEC14_F8,Base_POA,9,812.7715961276947,computed
CEC14_F8,Proposed_POA,9,817.9098490491319,resumed
CEC14_F8,PSO,9,809.0339530636289,computed
CEC14_F8,GWO,9,834.7637649845259,computed
CEC14_F8,WOA,9,833.3629086857073,computed
CEC14_F8,HHO,9,843.8343151754747,computed
CEC14_F8,AOA,9,863.497843776024,computed
CEC14_F8,SCA,9,854.9430238735015,computed
CEC14_F8,SSA,9,840.2994286881747,computed
CEC14_F8,Base_POA,10,817.466709966686,computed
